Date,Open,High,Low,Close
22/04/2020 10:15,79.64,79.83,79.28,79.34
22/04/2020 10:00,79.45,79.95,78.83,79.69
22/04/2020 09:45,79.10,79.80,79.03,79.46
21/04/2020 16:00,78.83,78.83,78.21,78.69
21/04/2020 15:45,78.82,78.97,78.63,78.82
21/04/2020 15:30,78.55,78.89,78.43,78.82
21/04/2020 15:15,78.64,78.73,78.38,78.54
21/04/2020 15:00,78.72,78.72,78.52,78.64
21/04/2020 14:45,79.05,79.06,78.62,78.72
21/04/2020 14:30,78.72,79.16,78.60,79.02
21/04/2020 14:15,78.87,78.97,78.60,78.73
21/04/2020 14:00,79.14,79.16,78.76,78.88
21/04/2020 13:45,79.36,79.40,79.08,79.13
21/04/2020 13:30,79.45,79.55,79.31,79.36
21/04/2020 13:15,79.62,79.69,79.42,79.44
21/04/2020 13:00,79.29,79.76,79.20,79.63
21/04/2020 12:45,79.56,79.60,79.26,79.29
21/04/2020 12:30,79.56,79.73,79.50,79.56
21/04/2020 12:15,80.06,80.06,79.44,79.56
21/04/2020 12:00,79.73,80.10,79.58,80.06
21/04/2020 11:45,79.94,80.22,79.60,79.72
21/04/2020 11:30,80.16,80.66,79.77,79.92
21/04/2020 11:15,80.99,80.99,80.13,80.15
21/04/2020 11:00,81.08,81.15,80.75,80.99
21/04/2020 10:45,81.14,81.23,80.91,81.06
21/04/2020 10:30,80.97,81.30,80.76,81.12
21/04/2020 10:15,81.48,81.74,80.98,80.99
21/04/2020 10:00,82.08,82.11,81.31,81.48
21/04/2020 09:45,81.62,82.30,81.43,82.08
20/04/2020 16:00,83.31,83.39,82.84,83.06
20/04/2020 15:45,83.26,83.41,83.06,83.27
20/04/2020 15:30,83.11,83.28,82.91,83.27
20/04/2020 15:15,83.23,83.43,83.03,83.12
20/04/2020 15:00,83.71,83.82,83.20,83.22
20/04/2020 14:45,83.71,84.05,83.70,83.72
20/04/2020 14:30,83.94,84.00,83.70,83.71
20/04/2020 14:15,83.92,84.13,83.90,83.93
20/04/2020 14:00,83.62,84.00,83.61,83.93
20/04/2020 13:45,83.67,83.75,83.57,83.61
20/04/2020 13:30,83.70,83.79,83.55,83.65
20/04/2020 13:15,83.68,83.70,83.39,83.70
20/04/2020 13:00,83.33,83.69,83.33,83.68
20/04/2020 12:45,82.93,83.36,82.93,83.34
20/04/2020 12:30,82.74,83.05,82.74,82.92
20/04/2020 12:15,82.31,82.82,82.23,82.75
20/04/2020 12:00,82.52,82.59,82.30,82.31
20/04/2020 11:45,82.10,82.69,82.02,82.53
20/04/2020 11:30,81.82,82.18,81.82,82.10
20/04/2020 11:15,81.77,81.96,81.61,81.82
20/04/2020 11:00,81.69,81.89,81.67,81.77
20/04/2020 10:45,81.34,81.72,81.31,81.69
20/04/2020 10:30,81.13,81.47,81.10,81.34
20/04/2020 10:15,81.52,81.57,81.07,81.13
20/04/2020 10:00,80.80,81.57,80.77,81.50
